username,date,tweet,fullname
@hewhoforgotten,2025-03-28 01:12,"STOP MELABELI TNI DAN POLISI ITU PROFESI 

KARENA TNI DAN POLISI ITU ALAT MEMBUNUH!",jaxx🐺
@triplepuff1324,2025-03-28 01:12,"buzzer tolol, rasis kau anjing,",triplepuff
@sofyan_regar,2025-03-28 01:12,"Anggap kamu menemukan dataran baru di bumi, ketemu masyarakat lokal dan kamu jd pemimpin disitu. 

Kamu punya org pintar tp kurang berotot, kamu punya org berotot tp bodoh. 

Mana yg kamu jadikan penasihat kebijakan, mana yg kamu jadikan TNI/Polri?",.sfyn!
@DokutahLianSyah,2025-03-28 01:12,TIDAK ADA DEMO DAN PENOLAKAN TERKAIT UU TNI POLRI DAN KEBIJAKAN IBLIS LAINNYA,LianSyah
@karufakembala,2025-03-28 01:11,najis bat dah tni,jeng kelin
@hewhoforgotten,2025-03-28 01:11,"STOP MELABELI TNI DAN POLISI ITU PROFESI 

KARENA TNI DAN POLISI ITU ALAT MEMBUNUH!",jaxx🐺
@Rully_Ernandooo,2025-03-28 01:11,"Pengalihan isu RUU TNI 😂😂, nice try diddy",Dodokacuk
@galihpaknethole,2025-03-28 01:11,"Mulai panik, para bajer mulai mabok 🤣🤣🤣",GalihWaeLah
@ayamaselimadu,2025-03-28 01:11,Apa kewajiban polisi buat sosialisasi ruu tni?,ayambakarmadu
@malkistoreo,2025-03-28 01:11,gimana soal tni @grok,Abdul
@Pupufafa1,2025-03-28 01:10,"Jk terjadi akumulasi kekerasan thd demonstran & tekanan thdnya semakin kuat, mk Prabowo jd punya alasan memecat kapolri atau bahkan panglima tni

Dgn bgtu,
""the hero has come, hasn't he?""",PupuPapa
@heralddotID,2025-03-28 01:10,"Sebuah peristiwa tragis menimpa Juwita (23), seorang jurnalis muda asal Banjarbaru, Kalimantan Selatan. Ia ditemukan tewas diduga akibat dibunuh oleh calon suaminya sendiri, Kelasi Satu J, seorang anggota TNI AL yang bertugas di Lanal Balikpapan.

herald.id/2025/03/28/lamaran…",Herald Indonesia
@noodlerartozip,2025-03-28 01:10,"plisss ini mau ngadu ke siapa lagi? gada yg bisa tolongin rakyat, pemerintah+tni+polisi+DUIT+BUZZER gimana ngelawannya taii",windblowing
@amyoramore,2025-03-28 01:10,"Siapa bilang TDK ada ruang supremasi militer.? Kita protes Keptsn MK No 90 yg gampang banget diubah. Nah itu demi jabatan orng tertentu yg militer, diubah aturannya baik dgn Kepres maupun UU TNI sekejab saja. Apa bedanya Mulyono dan PS dan Kroninya.?  Objektif dong Bang.",Yusran
@karufakembala,2025-03-28 01:09,RUU TNI,jeng kelin
@TOM5helby,2025-03-28 01:09,"Jakarta & kota lain bergolak!
Polisi pakai water cannon, intel bersenjata & bahkan represif terhadap tim medis aksi demo tolak UU TNI.
Reformasi terus dikorupsi, demokrasi makin terancam
#CabutRUUTNI 
nitter.net/redstreamnet/status/19…",Tommy Shelby
@EkosMarcos69239,2025-03-28 01:09,"romadhon.com/2017/12/manajem…

Ingin adili Mulyono dgn trigger uu tni memanfaatkan tenaga mahasiswa dan Islamis

Menurut ane ini strategi absurd
Apa iya mahasiswa dan islamis segitu goblognya mo dimanfaatin
Mafia/oligarki/koruptor tersenyum girang krn ada pengalian focus gakkum",Djoe Wo
@queanaphrodite,2025-03-28 01:09,"bersyukur ade gue ga lolos TNI AL, gaji ga seberapa, taruhan nyawa, jadi jadi musuh kakaknya sendiri (gue) alias ga sudi banget",amerta♡
@heralddotID,2025-03-28 01:08,"Insiden tragis di Way Kanan, Lampung, yang menewaskan tiga anggota polisi dalam penggerebekan judi sabung ayam menyeret dua oknum TNI sebagai pelaku utama.
 herald.id/2025/03/28/tragedi…",Herald Indonesia
@vaiyo,2025-03-28 01:08,"Negeri aneh
Yg bal²an Bule vs Bule, yg kalah koq Indonesia?
Yg didemo TNI, yg gebukin demonstran koq Polri? 
Padahal lagi ada Polri ditembak mati TNI.",Voila
@rekagamineai,2025-03-28 01:08,"Lagian logika aja sih. Tragedi 98 tuh 'pribumi' juga dirugikan. Banyak mahasiswa yg etnis nya Jawa, Sunda, dsb ilang. Jahat bener TNI ini dr dulu, bikin konflik horizontal dan kita baru sadar setelah lama :/",nikks
@ImeldaTheQueen,2025-03-28 01:07,"Anak2 mahasiswa demo UU TNI yg kau ketok itu, sempat2nya ngomong soal sate ?? How could youuuu🤣",IER ⚖ 🇮🇩🇳🇱
@MartinusButarb1,2025-03-28 01:07,"Demo tolak UU TNI saat ini adalah pertarungan Sehat Pikir vs Sesat Pikir. Demokrasi tdk memungkinkan militer ada di tempat lain selain baraknya. Walau ada kondisi tertentu yg butuh pengertian rakyat agar dpt diterima di posisi sipil, tapi maaf, dlm konteks demokrasi itu paradox🤷🏻‍♂️",Martinus Butarbutar
@meimey99,2025-03-28 01:07,ANJING CERBON. PAIT PAIT PAIT PAITT YA ALLAHH JAUHKAN DIRI INI DARI POLISI DAN TNI YA ALLAH. MEREKA LEBIH SERAM DARIPADA IBLIS SENDIRI SOALNYA.,meeeee🍉
@meliksumanandar,2025-03-28 01:07,"1) BIANG KEROKnya = Parpol2 yg mau DIKENDALIKAN utk Revisi UU TNI scr NGEBUT, TIDAK TRANSPARAN, TANPA PARTISIPASI PUBLIK. 
2) PENGKHIANAT2 Demokrasi = Semua Parpol Parlemen.
3) Kejahatan Terbesar = KEBODOHAN MASSAL Masy yg MAU DIKADALIN olh Parpol2 yg TDK BISA DIPAKSA AKUNTABEL.",melik sumanandar
@pospolmoriutara,2025-03-28 01:07,"Kasubsektor Mori Utara Ipda Motte Bumbungan bersama anggota yang Polsek mori atas dan Polsubsektor Mori Utara serta Anggota TNI,Pol PP dan anggota dishub yg terlipat Operasi Ketupat Tinombala tahun 2025 melaksanakan apel di depan pos pelayanan di desa Lembontonara.",Polsubsektor Mori Utara
@nabiyeee,2025-03-28 01:07,"HAHHH udh gila ni parjo, nih lho contoh nyata kalo uu TNI disahkan, mereka tu gila hormat jadi gini gambaran bakalan kedepannya",napp
@frzn216,2025-03-28 01:06,"SOSIALISASI RUU TNI, TAPI DRAFT YG DISAHIN AJA BELOM ADA DI WEB",~aseloley~
@Amusuk321,2025-03-28 01:06,"Secara profesi, tni/polri emgnya boleh demo? 🥲",Amunnie
@zalfadutami,2025-03-28 01:06,skeptis bgt sama niat pemerintah soal UU TNI ini,Zalfa Dara Utami
@grok,2025-03-28 01:05,"Ya, benar ada rivalitas antara Prabowo dan Wiranto saat kerusuhan Mei 1998. Prabowo, kepala Kostrad, ingin bawa pasukan ke Jakarta, tapi Wiranto, panglima TNI, menolak—mungkin untuk mendiskreditkannya. Ketegangan ini bagian dari kontroversi peran mereka dalam kekerasan, ditambah tantangan ""sumpah pocong"" Wiranto pada 2019 soal siapa dalang kerusuhan.",Grok
@_IhzaFirdaus,2025-03-28 01:05,prabowo ga peduli sama press liat aja perlakuan aparat ke press sama medis saat demo ruu tni,Ihza.
@onha_ly,2025-03-28 01:05,"Tahun 98 tujuannya menurunkan presiden saat itu...
Kemarin smp malam malam ngapain? Tujuannya membatalkan ruu TNI? Lah nambah 2  gak semua sama perpanjangan umur pensiun...
Yg mn yg merugikan masyarakat? 
Yg bayar siapa? 
Udh bisa jamin kesejahteraab masyarakat smp pelosok desa?",ly
@_hellowan,2025-03-28 01:04,Lu ngerti arti kembalikan TNI ke barak engga sih aslinya?,hellowan
@herykusriyanto,2025-03-28 01:04,"Pak Prabowo kasih dong Jokowi pangkat kehormatan bintang lima, angkat jadi jendral besar, pakein seragam TNI kaya si botak.",mang'Koes
@Sophyxyz,2025-03-28 01:04,"RUU TNI sdh keluar dan gw tanya sama kau, point mana yg diresahkan..coba bagi gw..",Sophyx
@grok,2025-03-28 01:04,"@tanyarlfes @grok Kemungkinan petugas intelijen dari BIN ini, sesuai konteks demo Maret 2025 soal UU TNI. Aksi mengarahkan senjata ke demonstran menimbulkan kekhawatiran HAM & peran BIN yang seharusnya fokus pada pengumpulan intelijen, bukan penegakan hukum. Ini bisa melanggar hak berkumpul damai, perlu investigasi & akuntabilitas.",Grok
@arddhe,2025-03-28 01:04,"ga @grok ga bercanda, itu sempak TNI beneran dibayarin oleh rakyat.",freac
@grok,2025-03-28 01:03,"@grok:  menentang UU TNI baru (20/3/25) yang memperluas peran militer & posisi sipil, dikhawatirkan melemahkan kontrol demokrasi.  tolak revisi UU Polri yang beri kuasa polisi berlebihan tanpa pengawasan, ancam kebebasan sipil. Demo keduanya dilaporkan ricuh, polisi halangi bantuan medis, timbulkan isu HAM. Penting seimbangkan keamanan & hak warga lewat transparansi & dialog.",Grok
@paramexbiru,2025-03-28 01:03,2 kata lucu: intel ketauan,Cabut UU TNI 🍉
@easy3superhoki,2025-03-28 01:03,"Ini bukti kalo lu dongoknya kan maen. Org dah move on bukan bahas soal pilpres, tpi bahas RUU TNI, elu msh stuck disitu bae. Dan lu tanya, w siapa ya w warga negara. W punya hak menyuarakan pendapat w. Setolol3 nya WNI, ya elu dan para jongos bohir yg tone deaf. SAMPAH!",Aku Yelo | freetag 🌈✨
@majorette__,2025-03-28 01:03,"Trust me, RUU Polri diketok palu itu lebih serem dari pada RUU TNI. Beda bgt, polri jelas2 di jabatan SIPIL sedangkan TNI cuma ditempatkan di lembaga pertahanan & jabatan MILITER. Sekali lagi kalo complain knp di MA dan kejaksaan ada? Karena jangkauan lembaga itu luas. Ayo iqro.",mesh
@PafaRoTTe,2025-03-28 01:02,"Pria Diduga Intel Ketahuan Mahasiswa Demo Tolak UU TNI di Depan DPR, Kabur ke Barisan Polisi Sambil Tenteng Pistol",🅶🅰🆃🅾🆃🅺🅰🅲🅰
@tekarok007,2025-03-28 01:02,"Skenarionya mungkin:
1. Bentrokan Polisi vs Tentara
2.Hancurkan Image Polisi dan Tentara di masyarakat.
3.Ganti Kapolri dan panglima TNI.
4. Provokasi TNI biar mau kudeta.

Karena yang bisa kudeta itu cuma Tentara bukan polisi,
Dengan membuat banyak masyarakat benci tentara.
Tuh Provokator berharap banyak tentara TNI yang mau diajak kudeta karena merasa negara seburuk itu, sampai TNI sekarang dibenci rakyat.

Isi otak provokator itu tujuannya gak bakalan jauh-jauh dari:
Revolusi, Gulingkan Presiden, Kudeta, Ganti Sistem wkwkw.
Sayang jumlah mereka cuma 16%, cuma jadi riak ombak di lautan lepas.",Tekarok 007
@ssaekgu,2025-03-28 01:02,"kok tiba tiba banyak isu"" gajelas gini trending? ngalihin fokus RUU TNI ya?",jennaism
@MBuitenzorgy,2025-03-28 01:02,"Sikap para politisi, tokoh publik dan elemen masyarakat terhadap Revisi RUU TNI. Netizens tolong tambahin.",Meilanie Buitenzorgy
@Putra_Adi_YM,2025-03-28 01:01,"Hanya mau cuci badan, cuci kaki, cuci mulut, cuci mulut dst. Padahal Ketua dan Anggota Panja RUU TNI itu PDIP, bahkan yg ngesahkan itu ketua DPR nya PDIP.",Adi Putra
@Arri_Hrp,2025-03-28 01:00,Asal mangapp kau .... BuzzerRp. ....,Arri
@ParlaBGR,2025-03-28 01:00,10 thn kemarin Polri yang berkuasa. Sekarang gantian saatnya TNI yang berkuasa.,Parla
@Sophyxyz,2025-03-28 01:00,Dari sekian panjang bales2an ga ada satupun yg ngasih spill point mana yg di protes dr RUU TNI tsb,Sophyx
@andikaokt,2025-03-28 01:00,Kemarin temen saya ada yg klarifikasi tentang ruu TNI padahal pangkat suaminya cuma balok merah 3 awokoko,Pak Vinsen
@RforRamadhan,2025-03-28 00:59,"Coba jadi tni atau polri, nder",Kuro R
@MchSabani,2025-03-28 00:59,"Haiiii @prabowo media LN ngetawain ketidak tegasan aparat @DivHumas_Polri @Puspen_TNI dlm menghadapi demonstran yg anarkis, melanggar aturan waktu melewati j 18",MchSabani
@FiKinst,2025-03-28 00:59,"Low beet 🤣🤣🤣🤣🤣,padahal Jadinya TNI tidak actif ,Aneh bener tapi IQ nya nggk bisa mencerna 🤣🤣🤣🤣",Fishe
@DjAchmad31,2025-03-28 00:59,"Tolak RUU TNI polri', termasuk RUU BUMN",Achmad Djamaludin
@mayinelue,2025-03-28 00:59,Setidak dianggap itu Engineer negara sendiri untuk dipercaya membuat kendaraan perang sendiri? Malah nerima ampas hibahan dari negara lain? Mental TNI tidak se gagah itu ternyata,a a b e f h i l q r y z
@tom_riyanto47,2025-03-28 00:59,"Kenapa TNI AU gak mau beli Gripen E NG ya? Padahal bagus untuk dioperasikan di pulau-pulau. 
Siapa tau yg kepengen pulau-pulau menggantikan kapal induk bisa terwujud keinginannya.",Tom Ryan
@frwetyyz,2025-03-28 00:59,Sptnya skrg aku phobia tni ama polisi,kelpgoreng
@drkrthndrk,2025-03-28 00:58,Inilah lasan mengapa banyak yang nolak RUU TNI?🤭,trisandhy
@Deslini2,2025-03-28 00:58,"Selamatkan Rakyat dan negeri ini
Tolak UU TNI #MakzulkanPrabowoGibran
#MakzulkanPrabowoGibran",Deslini
@raylifeoccurs,2025-03-28 00:57,"sebenarnya agak parah kalo ngatain polisi sama tni goblok soalnya ga semua dari mereka goblok. 

tapi ya lu emg goblok tlol polisi tni emg lu ga takut di bulan ramadhan tingkahnya kayak beruk dan dosa lu ga maen-maen",ray
@obliviction,2025-03-28 00:57,"Halah udah gak laku isu rasis2an cil, cuma orang retard yg masih kepancing. Di penolakan ruu tni semua ada macam2 ras suku agama yg kompak gasuka pemerintah🥱🥱🥱",🍣🦖🦊🐰
@NurNis71,2025-03-28 00:57,Kenapa TNI jadi ikutan kayak polisi???,Nur Kholis
@jstmydh,2025-03-28 00:56,"ini sih antara 
- uu tni tetep jalan (krn mau lebaran)
- uu tni dicabut (minta maaf krn lebaran)
- presiden turun diganti wakil
- demo nurunin wakil
- presiden (pengganti) di demo utk turun
- pemerintahan kosong
- tni menduduki pemerintahan
kelar klen
rakyat tetap kalah",Yudha A. Riyanto
@sonia_zuu,2025-03-28 00:56,"UU TNI hadir untuk mempertegas peran TNI sesuai dengan konstitusi, bukan untuk kembali pada dwifungsi.** #UUTNI #RUUTNI #IndonesiaTerang #TolakHoaksdanProvokasi",Sonia Zuu
@Sophyxyz,2025-03-28 00:56,@Puspen_TNI ternyata mmng cemen si Intel kalian.. masa yg kayak gini ga bisa diamankan. Bener2 hebat sih agent luar negeri ini. Bisa bikin Indonesia chaos spt ini.. RUU TNI yg mana yg di protes aja mereka g tau,Sophyx
@polseksine2,2025-03-28 00:56,"Perkuat Sinergitas, Kapolres Ngawi Bersama Dandim juga Danyon Berbagi Takjil 

Sinergitas TNI Polri terlihat guyup di wilayah Kab. Ngawi. Hal ini terlihat saat anggota Polres Ngawi Polda Jatim, bersama dengan TNI membagikan takjil untuk masyarakat umum",polsek sine
@gerrysnatabraja,2025-03-28 00:56,"Bener kata Pak Prabowo, demo RUU TNI disusupi asing (intel becengan)",gerr
@sishateyousm,2025-03-28 00:56,Teori w polisi tni dimanja sama oemerintah biar supaya bersama2 bisa setia melawan rakyat jelata,👸
@zeroobeyond,2025-03-28 00:55,"kelahiran 2004 tengil banget. emg bener polisi tni sama aja, cuma anak sma yg dikasih seragam + senjata. sat.",zero beyond
@sonia_zuu,2025-03-28 00:55,"Dengan UU TNI, batasan peran TNI semakin jelas, menjamin stabilitas tanpa mengganggu supremasi sipil.** #UUTNI #RUUTNI #IndonesiaTerang #TolakHoaksdanProvokasi",Sonia Zuu
@Joshuwonu66,2025-03-28 00:55,sosialisasi dikampus🤣🤣🤣🤣🤣🤣🤣 saking tololnya lu kata kita kurang edukasi kah masalah begini? yg harus diedukasi juga lu smua TNI kocak,ekaa
@grok,2025-03-28 00:55,"Prabowo Subianto (Kostrad) dan Wiranto (TNI) berperan kunci saat kerusuhan 1998. Wiranto turun ke lokasi pada 6 Mei, Prabowo kerahkan pasukan pada 8 Mei untuk meredakan situasi. Namun, ada tuduhan keterlibatan militer dalam memicu kekerasan, meski tak ada bukti kuat. Peran mereka tetap kontroversial.",Grok
@every1_won,2025-03-28 00:55,"Guys, warning dan aware buat kita semua! 
Sebelum RUU TNI dibatalkan, lebih baik event SelcaDay dihold dulu. Hapus semua foto dan media yg terkait dengan pribadi, no HP dan email x mohon dialihkan ke email yg tidak bersangkutan dengan data pribadi. Mari kita jaga diri dan sesama.",mwnyuu || Preloved 📌
@paramexbiru,2025-03-28 00:55,Hi @grok partai apa yang menjadi oposisi pemerintahan Prabowo Gibran saat ini?,Cabut UU TNI 🍉
@tanyarlfes,2025-03-28 00:55,"💚 Gais parjo berani masuk ke Unsoed di porwokerto. mereka di kampus Unsoed mengadakan sosialiasasi RUU TNI, minta klarifikasi, dan permintaan maaf dari mahasiswa atas aksinya 21 maret lalu.",Tanyarlfes
@mu_afaq,2025-03-28 00:54,"kak sedikit usulan dari saya, semoga bsa diterima 
buat poster yang berhubungan dengan penolakan RUU TNI dan sebagainya, taruh di google drive lalu sebar luaskan linknya supya bs di akses oleh kawan-kawan di selurh penjuru negeri & bisa dicetak lalu ditempel disetiap sudut negeri",.
@shireen_malika,2025-03-28 00:54,Jangan lupakan UU TNI...,Shireen Malika
@jimans_,2025-03-28 00:54,"Revisi UU POLRI dan TNI tuh minimal IQ 100 napa dah, jangan yg 60 kaya orang tolol ini, pendidikan mininal D3 biar pinteran dikit gak SMA yg pola pikir SMP.",MAS AL
@widyayusari99,2025-03-28 00:54,"uu TNI itu hanya formalitas belaka, gak efektif",Widya Ayu Sari
@adongdison,2025-03-28 00:54,"suruh pak @prabowo menterimu, jenderal TNI dan Polisi, komisaris, dirut bumn, dirut pabrik mengeluarkan setengah hartanya jangan minta kerakyat",ado dong
@naftalenee_,2025-03-28 00:54,"bulan lalu rame perkara ""seberapa sering ganti bh/cd"", sampe ada yang curhat di base kalau cuma punya beberapa biji underwear saking nggak mampunya. ternyata duitnya kepake buat beliin sempak TNI. emang gitu hikmah jadi WNI, yang aparat & pejabat disejahterakan pakai duit rakyat",naf🍉 - kejar deadline dulu ygy
@TitahPandita,2025-03-28 00:54,"TNI & Polri terus bersinergi membangun bangsa.

#SINERGITASUNTUKBANGSA",Titah Pandita
@0day007,2025-03-28 00:54,Respect sama TNI yang satu ini .di kondisi medan yang sulit apapun tetap bertahan. Tetapi masyarakat tidak bisa membedakan TNI dengan kebijakan RUU TNI semua di pukul rata,RisolEnak
@znozqwerty,2025-03-28 00:54,RUU TNI jadi gimana!,neoxyz
@Sushomate,2025-03-28 00:53,Kasih rakayat sipil juga senjata biar sekalian aja tembak-tembakan sama POLISI dan TNI.,๋࣭ ⭑A꯱tꫀꭈ⚝
@bbbetadine,2025-03-28 00:53,"Aku sekedar comment jelasin efek uu tni aja langsung kena pelanggaran, trs skrng akunku ke banned wkwk",al hayi
@jarudin59,2025-03-28 00:53,Utk stablitas Ipoleksosbud diperlukan kehadiran TNI Polri,Bang jay
@Pimpinan_Pusat,2025-03-28 00:53,"@Puspen_TNI tangkeplah tu si presiden, rakyat lemah kepercayaan ke mereka y krn goblok merekanya, berani nangkep g?",Zero-One EHP
@peopleoffaraway,2025-03-28 00:53,"Rezim otoriter dengan dwifungsi TNI kalau masih nurut sama sipil korup macam Jokowi dan WEF ya percuma Pak, adanya malah tentara dibonekakan",Ardy
@Sophyxyz,2025-03-28 00:53,Apa concern mereka? RUU TNI sdh disahkan. Point yg mana yg dirasa ganggu? Dan gw tau ga akan ada yg berani jawab krn pd dasarnya Kalian demo bukan utk rakyat rp utk para bohir..,Sophyx
@Intan_Baswedan,2025-03-28 00:52,"**Jangan terprovokasi oleh hoaks, pengesahan UU TNI justru memperjelas peran TNI yang profesional dan konstitusional.** #UUTNI #RUUTNI #IndonesiaTerang #TolakHoaksdanProvokasi",Intan Baswedan
@CVNKJL,2025-03-28 00:52,"Tanggapanya min @Puspen_TNI 👇🏼👇🏼
Cc @grok",CVNKJL™️
@plutokus,2025-03-28 00:52,versi tni belum punya wkwkwk coba kalau ada yang ngedit soalnya ini fotonya juga aku save dari orang 😭,marki
@Rakyat6dua,2025-03-28 00:51,**UU TNI memastikan TNI berperan sesuai dengan amanah konstitusi tanpa mengganggu supremasi sipil.** #UUTNI #RUUTNI #IndonesiaTerang #TolakHoaksdanProvokasi,Hardiyanti 🌹🌹🌹🌺
@grok,2025-03-28 00:51,"""@grok Kayaknya 'seperangkat alat sempak' itu cuma bercanda, nambahin absurditas dari keluhan awal soal bayar 'sempak TNI'. 'Sempak' artinya celana dalam, dan ini mungkin sindiran lucu tentang beban finansial yang nggak masuk akal, entah dari sekolah atau kegiatan militer. Jadi, pertanyaanmu cuma buat bikin situasinya makin kocak!"" grok.x.com",Grok
@affhmm,2025-03-28 00:51,Itu si prabrowo prabrowo itu dapet orang kek gini di mana njir? MALU BUK MALU,warga sipil🍉 || Tolak RUU tni!
@tris68pangjay,2025-03-28 00:51,"TNI - POLRI tembak-tembakan, lha kok warga sipil yg tersangka.",Edi Sutrisno
@PrabowoMpreg,2025-03-28 00:50,"UU TNI belum ada satu bulan disahkan aja para polisi ini makin beringas dan gak ngerti batasan. Tinggal nunggu rakyat sipil dibunuh aja ini mah ya? @prabowo masih budeg nih pak?

#TolakUUTNI #CabutUUTNI #TolakDwifungsiABRI #TolakRUUpolri",merries | #TolakRUUTNI
@grok,2025-03-28 00:50,"Untuk bertahan hidup di Indonesia saat ini, hindari area protes, ikuti berita lokal, dan siapkan stok makanan serta air untuk 72 jam. Protes  melawan UU TNI baru telah memicu bentrokan dengan polisi di kota-kota besar seperti Jakarta dan Surabaya. Tetap tenang jika bertemu aparat, ketahui hak Anda, dan jaga komunikasi dengan keluarga untuk dukungan.",Grok
@Interna87033216,2025-03-28 00:49,"Aksi Solidaritas, Masyarakat Tanjungsari Dukung TNI Tetap Semangat Melindungi Rakyat internationalmedia.id/2025/0…",International_media
@ccoki9908,2025-03-28 00:49,"Ehhhh goblog, justru karena mereka tau makanya nyuruh TNI fokus di pertahanan aja ngak usah masuk ke ranahnya sipil",coki.coki
@Jasmin_Schafer,2025-03-28 00:49,"DUKUNGAN RUU TNI 
MEWUJUDKAN TNI YANG KUAT DAN PROFESIONAL UNTUK INDONESIA YANG AMAN DAN SEJAHTERA 

#TNIUntukPendidikanIndonesia
#PendidikanUntukIndonesia
#TNIHadirDiIndonesia
#TNIMengajarIndonesia
#TNIUntukGenerasiIndonesia",Jasmin Schafer
@Jasmin_Schafer,2025-03-28 00:49,"DUKUNGAN RUU TNI 
MEWUJUDKAN TNI YANG KUAT DAN PROFESIONAL UNTUK INDONESIA YANG AMAN DAN SEJAHTERA 

#TNIUntukPendidikanIndonesia
#PendidikanUntukIndonesia
#TNIHadirDiIndonesia
#TNIMengajarIndonesia
#TNIUntukGenerasiIndonesia",Jasmin Schafer
@eksposetimes,2025-03-28 00:48,"Proses Pengunduran Diri Dirut Bulog dari TNI Masih Berjalan, Ditargetkan Rampung Bulan Ini ekspostimes.com/proses-pengu…",Eksposetimes.com
