username,date,tweet,fullname
@AmerzeinSofan,2025-03-28 12:14,Ormas kan peliharaan TNi. Baru tau?,SariiiRotiSariRotiii
@sopenitisme,2025-03-28 12:14,najis giliran gini aja gercep kerjanya ngentot,nabbee TOLAK RUU TNI 🚨
@mluthfyp,2025-03-28 12:14,"Ya, itu cuma geladurku. 

Dan sesekali pernah kuutarakan kpd temanku polisi dan TNI (utk mencari prespektif militer) tapi ya seperti yg bisa ditebak ia domblong dan tak faham maksudku ngomong apa, malah mengejek ""bahasamu keduwuren"".

Sehat selalu, Tabik.",uk
@grok,2025-03-28 12:14,"RUU TNI dan Polri yang terburu-buru disahkan bisa memicu keresahan mirip 1998 karena oposisi publik dan potensi kekuatan militer/polisi berlebih. Ekonomi stabil (pertumbuhan ~5%) mungkin kurangi risiko, tapi protes terus berlanjut. Respons pemerintah, termasuk kekerasan, bisa tingkatkan ketegangan. grok.x.com",Grok
@OdaBeanoo,2025-03-28 12:13,tapi beneran kah ruu tni itu balikin ke orda baru? apa cuma di khawatirkan? plis jawab,Oda Bean ၊||၊ DeSpeed ၊||၊
@pemjahyat,2025-03-28 12:13,aman sign acheron ama jeki ama cas,cey menolak RUU TNI
@grok,2025-03-28 12:13,"Yo, pemerintah RI buru-buru ngelulusno RUU TNI ben cepet nepaki agenda Presiden Prabowo, sing asalé tentara, supaya TNI tambah kuat nang pemerintahan. RUU TNI wis dadi UU tanggal 20 Maret 2025, tapi RUU Polri isih dirembug. Wong-wong pada risau soal demokrasi lan HAM, amarga cepeté proses lan kurang rembugan karo publik. Iki strategi awal Prabowo ben ora kena oposisi gedhé. Ngapak iki dialek Jawa Tengah, bikin obrolan politik dadi luwih deket karo wong lokal!",Grok
@Botzkobet,2025-03-28 12:13,"KEMBALIKAN TNI KE BARAK! 

#CabutUUTNI",Abang Tukang Baso
@kopidalgona_,2025-03-28 12:13,"@grok mengapa ruu tni di sahkan, padahal tidak ada untungnnya untuk rakyat, bahkan rakyat tidak tahu ruu tni sudah di sah kan. bagaimana sistem ruu tni bisa di sahkan tanpa ada sangkut pautnya dengan rakyat?",dlgn
@Algoritma97,2025-03-28 12:13,"Anda klo mau berjuang ya berjuang saja, tak doakan tercapai apa yg diinginkan. Gak usah tanya ormas agama kenapa diam, krn tidak semua sepemikiran dgn anda. Banyak juga yg masih punya harapan k pemerintah, termasuk yg pro ruu tni",Algoritma
@Kakiranaa,2025-03-28 12:13,"CABUT RUU TNI, TOLAK RUU POLISI‼️

#TolakUUTNI 
#TolakDwifungsiABRI 
#TolakKembalinyaOrba 
#CabutRUUTNI 
#PeringatanDarurat 
#IndonesiaGelap 
#IndonesiaGelapJilid2  
#TolakRUUKejaksaan 
#TolakRevisiUUTNI 
#TolakRUUPolri
#SupremasiSipil
#TolakRUUKejaksaan",Kakirana
@iwan2701,2025-03-28 12:13,Baru kali ini ada rakyat kok benci TNI ya 🙄,IwanHermawan
@IwakDari84210,2025-03-28 12:13,"Percuma.. 
TNI gak bisa apa apa tanpa perintah dari atas",Iwak Dari
@grok,2025-03-28 12:13,"Patriotisme di Indonesia tak harus berarti puji-pujian tanpa kritik. RUU TNI (20/3/25) menuai kontroversi karena memperluas peran militer, memicu kekhawatiran supremasi sipil terkikis. Label ""antek asing"" sering dipakai untuk membungkam kritik, padahal sejarah reformasi 1998 tunjukkan bahwa kritik adalah bagian dari patriotisme sejati demi demokrasi dan akuntabilitas. grok.x.com",Grok
@Dyosaurusrex,2025-03-28 12:13,"Gila turun di Stasiun Tugu tuh ribet bgt ya masa pemberhentian mobil tuh ga bisa lgsg di depan lobby, kan repot ya aku kehujanan bawaannya juga banyak dah gt rame bgt polisi sama tni",Percythesmallengine
@rvyyyy_,2025-03-28 12:12,"Positif Thinking aja mereka berusaha nepati janji no 6 dimana TNI dan POLRI mengalami disabilitas, mungkin intelektual? makannya berpihak terus sampe ngesahin RUU TNI mwheheh",nothing.
@dayin_dayan,2025-03-28 12:12,"Yaa.. suruh aja tuhan para buzzer turun ngadepin rakyat 🤣🤣🤣 
Kagak ada atupun 🤣🤣🤣
Polisi TNI tuh yg turun cuman sandal jepitnya doank 🤣🤣🤣 paling banter Bintara, paling kasian tuh tamtama macam lo 🤣🤣
Diinjek2 dan otaknya tipis 🤣🤣",chimenk
@ezharahap1,2025-03-28 12:12,"Lu nyuruh baca UU nya tapi lu sendiri gak ngerti? UU TNI yang dirubah itu tentang fungsi TNI di jabatan sipil, Goblok amat lu",ezhrhp
@sellydnstr,2025-03-28 12:12,"""membebani TNI dgn tugas2 baru yang bisa mengalihkan dari fokus utamanya""

beuuh memang lah kita perlu meneladani beliau dalam menyampaikan aspirasi ya, terserah omon2 atau ga tp ini protes dan sindirannya sampai bgt ke pembaca tanpa menjelekkan. best.",$💰
@cloudsbluev,2025-03-28 12:12,"Liat spanduk pertama. Gak bersama institusi TNI aja gak damai ini bangsa 😌🫵🏻

#CabutRUUTNI 
#CabutRUUPolri",nesaᶻʸʳྀི
@18Papuabarat,2025-03-28 12:12,"#RUU TNI OK
#BERSAMA RAKYAT TNI KUAT",Black Sweet
@zahrapepesikan,2025-03-28 12:11,"tpi gpp sih, biar gk ush gacha",zah⁶¹ 🍉 | tolak ruu tni| #1 akito kisser
@asiyasadatsuna,2025-03-28 12:11,"bang u ngomong ""subtest penalaran"" aja ga paham tu isilop sama tni 😂😂😂",èinherjär
@zahrapepesikan,2025-03-28 12:11,line-up bannernya agak....... 😐,zah⁶¹ 🍉 | tolak ruu tni| #1 akito kisser
@wichkaz,2025-03-28 12:11,"emg personil bukan termasuk sumber daya manusia kah? 🤣 ini namanya menghalalkan segala hal untuk kepentingan sendiri.

alasan harus bayar buzzer krn kurang personil (SDM) 
tapi ngebet UU TNI di sahkan krn banyak SDM (personil) 

WKWKWKWKWKWK",giizz
@wichkaz,2025-03-28 12:11,"Pic 1: alasan menggunakan buzzer karena TNI KEKURANGAN personil jadi butuh buzzer buat menggiring opini masyarakat
Pic 2: alasan RUU TNI harus di sahkan karena TNI punya BANYAK sumber daya MANUSIA sehingga harus menempatkan prajurit aktif di kementerian/lembaga lain

kocak! wkwk",giizz
@d0n_yayak,2025-03-28 12:11,"Kaget isuk2 onok WA, cuuuk dikirimi sak infografis soal RUU TNI",Gen X people
@Aveeilasoften,2025-03-28 12:11,Ngeri banget kak😭😭😭😭,Mamend 🍉 #CABUT UU TNI
@grok,2025-03-28 12:11,"RUU TNI yang disahkan 20 Maret 2025 memicu debat. Perluasan peran TNI di ranah sipil, seperti jabatan di 16 instansi dan tugas siber, dikhawatirkan bisa membungkam rakyat, mengingat sejarah era Suharto. Pemerintah bilang ini modernisasi militer, bukan untuk menekan, tapi protes ""Dark Indonesia"" sejak Februari 2025 menambah kecurigaan. Tak ada bukti jelas pemerintah takut, tapi timing-nya kontroversial.",Grok
@diditadi4,2025-03-28 12:11,TNI gagal dicintai rakyat.,diditadi
@grok,2025-03-28 12:11,"UU TNI baru bisa bikin militer aktif pegang jabatan sipil, mirip era otoriter dulu. Dampak terburuk: kebebasan berpendapat menyusut, represi naik, dan masyarakat takut. Demokrasi bisa lemah, kontrol sipil atas militer berkurang, plus risiko pelanggaran HAM meningkat.",Grok
@gervasiusbayu,2025-03-28 12:11,kenapa bersama rakyat TNI kuat? gak kebalik? wkwkwkwk,gervasius
@grok,2025-03-28 12:10,"Hercules, atau Rosario de Marshall, dikenal sebagai gangster di Jakarta era 1990-an dengan rekam jejak penuh kekerasan dan penangkapan. Ia lalu beralih ke politik, mendirikan GRIB Jaya pada 2011 untuk dukung Prabowo Subianto. GRIB kini aktif dukung TNI dan lawan kritik revisi UU TNI, sejalan dengan kebijakan pemerintah Prabowo.",Grok
@Aveeilasoften,2025-03-28 12:10,LAH TERUS MAU DIPANGGIL APA? KANJENG NDORO JURAGAN EMPANG?,Mamend 🍉 #CABUT UU TNI
@kompasmuda,2025-03-28 12:10,"#GaleriFoto: Saat Ibu-ibu Menolak Revisi UU TNI! #AdadiKompas 

kompas.id/artikel/ibu-ibu-to…",Kompas Muda
@johnklenonn,2025-03-28 12:10,"Gara2 tender ngebuzzer tni al udah ad pemenng nya ini, buzzer ny lg aktif2 ny ini bund",john klenonn
@pemjahyat,2025-03-28 12:10,GW LUPA ADA INI,cey menolak RUU TNI
@amybeths,2025-03-28 12:10,"INFO JUAL BELI WTB NETFLIX HARIAN BULANAN VIU YOUTUBE CANVA LOKLOK IQIYI DISNEY PRIME VIDEO HBO MAX CHATGPT GRAMMARLY QUILLBOT DEEPL RCTI WETV VIDIO PLATINUM PICSART APPLE MUSIC LOKLOK CAPCUT SCRIBD YOUKU BSTATION VISION GAGAOOLALA CABUT RUU TNI

#zonauang #zonajajan 553",nemo cantik
@grok,2025-03-28 12:10,"Halo! Masalah di Indonesia saat ini kayak revisi UU TNI, instabilitas ekonomi, sama kebijakan kayak program makan gratis bikin capek ya. Cara ngatasinnya: ikut demo damai, hubungi DPR, dukung organisasi masyarakat, edukasi orang lain, dan voting. Buat kesehatan mental, coba gabung grup dukungan, self-care, atau cari bantuan profesional. Sabar ya!",Grok
@qibbykebap,2025-03-28 12:10,betah banget liatin konten damkar yg selalu helpful sm rakyat dengan segala kebisaannya. at the same time ada civil servant inisial polisi dan tni yang kerjaannya dzalimin rakyat mulu 😒,kobyrina ᯓ✴︎
@hotterthaneverc,2025-03-28 12:09,WALLAHI LUCU BGT JELASIN RUU TNI PAKE BAHASA MOBILE LEGEND AHAHAHAHAHAH,aivi 🐈‍⬛
@GitaUta04,2025-03-28 12:09,"Penembakan Polisi.
Proses Hukum Terhadap Oknum TNI Harus Transparan & Adil.
Bimantoro Winoyo, Anggota Komisi III DPR RI

Hayao Miyazaki Bangkok #tembakpolisi #sabungayam #CopotYandriSusanto Sulli diantar pks KSAD",GutaMandala
@reskarangasem,2025-03-28 12:09,"Polres Karangasem menggelar apel gabungan kesiapan pengamanan Tawur Agung Kesanga dan pengarakan ogoh-ogoh yang dihadiri unsur Polri, TNI, Dishub, Kecamatan, dan Pecalang. Apel dipimpin langsung oleh Kapolres Karangasem dan Dandim 1623/Karangasem  bertempat di Polres Karangasem",Polres Karangasem
@Faraz_kepri,2025-03-28 12:09,"Untuk anda pak @sjafriesjams  @PertahananWatch Masyarakat  yang mana anda Maksud ?

@prabowo @Gerindra 

Dalam Video Cukup mengedukasi kami sbgai Publik dari Seorang Mantan TNI

#CabutUUTNI",Faat_Ip 2️⃣
@itjhan_alex,2025-03-28 12:09,"Demo habis²an tuh undang² sita aset koruptor... itu yang urgen, yg tni n polri mah gak penting² amat",Surawung
@grok,2025-03-28 12:09,"Kira-kira negara ini bertahan berapa tahun lagi? Sulit diprediksi, tapi RUU TNI dan POLRI yang baru disahkan Maret 2025 bikin khawatir. Banyak yang takut militer bakal kuasai pemerintahan lagi kayak era Suharto, apalagi setelah demo besar dan kritik dari aktivis soal demokrasi. Pemerintah bilang tetap sipil yang pegang kendali, tapi ketegangan politik makin terasa.",Grok
@Aveeilasoften,2025-03-28 12:09,Udah yapping nya? Udah dapet posisi apa di kursi politik kok sampe segitunya ngejilat rezim?,Mamend 🍉 #CABUT UU TNI
@hadiputrant,2025-03-28 12:09,salut! Ketegasan yg dibutuhkan di tubuh TNI,Hadi Jaya Putranto
@oktvindriani,2025-03-28 12:09,bagus! Langkah serius buat ciptakan keamanan di TNI,oktavia indriani
@HeruMendez,2025-03-28 12:09,"Jgn di hukum mati dulu min @Puspen_TNI 
@DivHumas_Polri 
ajak ngopi dulu ke semua mako di seluruh indonesia 
Slang ijo la minimal 1 orang 5 x",Heru mendez
@highlightagon,2025-03-28 12:09,"""Lagi masak rendang gua tinggal demi Tolak RUU TNI"" is so iconic who is this DIVAAA",yas ✿°:⋆❆
@OnlyChild1208,2025-03-28 12:08,"hy @grok kenapa adanya RUU TNI seakan mau membungkam rakyat, apakah pemerintah sebegitu takutnya dengan rakyat, hingga mau membuat sengsara rakyat yang menggaji nya?",Only Child🦉🔥
@wxyzpit,2025-03-28 12:08,"kontol, kalo ga mau perang ga usah jadi TNI. tugasnya emang gitu ngntd",capybara
@xariawn,2025-03-28 12:08,Hai @grok coba jelasin sesimple mungkin kemungkinan terburuk kalau UU TNI yang baru disahkan ini sudah berjalan efektif. Dampak paling terasa di masyarakat apa?,Ju-pan 👑
@grok,2025-03-28 12:08,"Jika RUU TNI dan RUU POLRI terealisasi, Indonesia berisiko kembali ke era represif seperti 1998 di bawah Suharto. RUU TNI memperluas peran militer di institusi sipil, sementara RUU POLRI bisa ciptakan polisi ""super"" dengan minim pengawasan. Ini dapat melemahkan demokrasi, memicu penyalahgunaan hak asasi, dan keresahan sosial. Protes publik Maret 2025 menunjukkan penolakan keras, tapi hasilnya belum pasti karena struktur demokrasi saat ini lebih kuat.",Grok
@recrutment99,2025-03-28 12:07,"Perlu di cek @Puspen_TNI ajudan ini, kalian di bayar dari rakyat sok sok an naukti rakyat.

Kalian makan dari pajak rakyat hoii",abidin
@grok,2025-03-28 12:07,"Sepertinya Pak Prabowo sadar akan keadaan Indonesia saat ini, terutama kontroversi UU TNI baru yang disahkan 20 Maret 2025 dan memicu protes. UU ini, didukung koalisinya, memperluas peran militer di ranah sipil, yang dikritik sebagai langkah menuju dominasi militer lagi, meski pemerintah membelanya demi tantangan geopolitik.",Grok
@dee__1209,2025-03-28 12:07,"Jika @DPR_RI , terkhusus ibu @puanmaharani_ri yang terhormat benar hadir sebagai perwakilan negara dan rakyat
Maka tidak mungkin RUU TNI akan menjadi UUTNI dan tidak akan mungkin mahasiswa bergerak ke jalan

Salam waras di tempat

🙏🇮🇩❤🇮🇩🙏",It's Dee *** Dedek ***
@Camusijawir,2025-03-28 12:07,"yang suruh TNI   ke barak siapa? 
Gantian dong mahasewa  ke papua biar   merasakan kehidupan  di sana.tunjukan  kecintaan pada bangsa",Camusian
@Im_marst,2025-03-28 12:07,"Gw merinding sebadan badan ketika mendengar bapak gw nontonin feeds ig yang muji muji tni ""pebgabdi bangsa"" Mana diulang ulang",Xhocitl
@NewdaysME,2025-03-28 12:06,"Katanya ruu tni biar masyarakat gak terpecah belah karna asing prettt malah adanya ruu tni jadi tercipta disintergritas bentrok tni dan mahasiswa, gmna mau lawan asing???

#TolakRUUTNI 
#TolakRevisiUUTNI 
#TolakDwiFungsiAbri 
#TolakRUUKejaksaan 
#TolakRUUPolri 
#IndonesiaGelap",newdays_me
@grok,2025-03-28 12:06,"Untuk membatalkan pengesahan RUU TNI yang sudah jadi UU, dorong DPR untuk mencabutnya atau ajukan ke Mahkamah Konstitusi jika inkonstitusional. Untuk RUU Polri yang masih dibahas, lakukan advokasi publik, hubungi anggota DPR, dan ikut protes agar tak disahkan. Prosesnya rumit, butuh aksi politik dan hukum.",Grok
@strwbrrychsss,2025-03-28 12:06,di tiktok masif banget yg bikin konten TNI kembali ke barak dan bener bener diartikan secara harfiah. ada yg ngingetin di reply pun malah gamau kalah haduh.,🍓🧀
@buihlangit,2025-03-28 12:06,"Andai you tahu, ada case tni umbies ini tukinnya dipotong sekian ratus ribu per bulan, terus dikumpulin ke 1 rekening personil tertentu. Entah ini umbies korban nya merasa, atau ngga. Si personil tertentu sampe dapet hampir 1M per bulan.",terbang di langit
@Arapath_,2025-03-28 12:06,"Tadi pas di jalan pulang. Ngeliat orang disebelah kiri rame-rame masang spanduk ada ttd dukungan UU TNI. Trus pas aku liat ke kanan ternyata asramanya loreng. Ppffft pantesan 🤭

#TolakRUUTNI #CabutRUUTNI #TolakRUUPolri",Ara
@romoatheist,2025-03-28 12:06,"Tak terbayangkan olehku 

Jika suatu saat rakyat sipil pecinta TNI POLRI dan keluarga TNI-POLRI akan mengadili @TodungLubis @andreasharsono Usman Hamid @amnestyindo 

Kemana mereka berlindung ya ?

Apa minta tolong kepada SOROS atau minta tolong pada @DivHumas_Polri ?",atheistan
@smartizen_,2025-03-28 12:06,"Fakta Demo Tolak UU TNI & RUU Polri di Depan DPR RI, 1.825 Aparat Diterjunkan - Poster ‘Selain Sipil Dilarang Masuk!’ -  islamtoday.id/smartizen/2025…",ITD NEWS
@SuparmintoA,2025-03-28 12:06,UU TNI COBA DISHARE BIAR BISA DIBACA DAN DIANALISA BERSAMA,suparminto arwana
@GesuriID,2025-03-28 12:06,Banteng Kota Sukabumi & Legislator Rojab Asy’ari Tengok Korban Aksi Unjuk Rasa RUU TNI gesuri.id/kerakyatan/banteng… #pdiperjuangan,Gesuri
@0405gkfnxh,2025-03-28 12:06,"ada opsi kuliah, malah milih jadi tni. pilihan sendiri kan? ya harus jalankan tugas lah",ㅎ
@mas_veel,2025-03-28 12:06,"Dikiranya yg seumuranku pada bego dg statment artis dirty vote ini, TUNTUTAN TNI (TENTARA) KEMBALI KE BARAK ITU SEJAK REFORMASI, siapa yg memesan? Simak secuil video ini👇",Mas Veel
@dooltesnet,2025-03-28 12:05,"Kamu anak FISIP tapi kok ignorant? jangankan turun aksi, sekedar retweet tentang protes uu tni/ruu polri aja enggak. Tuli kah?",ara ૮ ˆﻌˆ ა
@basedontrustori,2025-03-28 12:05,banner lu jelek yaallah udah mah tni gapunya taste lg pls pick a struggle,C
@melinda_tuti99,2025-03-28 12:05,"Ada DPR, MK, BPK, banyak instansi awasi TNI/Polri",Melinda Wastuti
@Farhanoconn,2025-03-28 12:05,Wkwkwkwk kesimpulannya baik untuk tni nya itu sendiri buruk untuk beratus ratus juta masyarakat sipil endonesa🤮 #TolakRUUTNI,ini ocon
@grok,2025-03-28 12:05,"@easykram10 @nessiejudge Teddy Indra Wijaya mungkin terlihat songong karena dia jadi Sekretaris Kabinet sambil masih aktif jadi tentara, yang oleh beberapa orang dianggap melanggar norma sipil-militer. Revisi UU TNI baru-baru ini memungkinkan ini, tapi dikritik karena meningkatkan pengaruh militer di pemerintahan. Promosinya yang cepat dan kedekatan dengan Prabowo juga memicu persepsi favoritisme. grok.x.com",Grok
@havitzyy,2025-03-28 12:05,"Bung Karno berbuka dengan Tusuk Sate, sedangkan anda berbuka dengan menusuk Hati Rakyat =  mengesahkan RUU TNI 😄",Huseinisme.
@heruparwit76875,2025-03-28 12:05,"TNI Selalu pro rakyat, mereka mrngabdi untuk negeri

 #abri #tentaranasionalindonesia #viral #fyppppppppppppppppppppppp",heruparwito
@shouegaze,2025-03-28 12:05,IYA LG GW AKAN LGSG TIKTOKAN,zane. TOLAK RUU TNI!
@JULITAAYLAK,2025-03-28 12:04,keputusan tepat agar nama baik TNI tetap terjaga,Julita Ayu Laksmita
@KompasKlasika,2025-03-28 12:04,"Mereka berharap dengan terlibatnya ibu-ibu dalam demo menolak revisi UU TNI dapat menjadi inspirasi ibu-ibu di Indonesia untuk menyuarakan hal yang sama. #Foto #AdadiKompas

kompas.id/artikel/ibu-ibu-to…",Kompas Klasika
@KousukeEiji16,2025-03-28 12:04,"Hi @grok 
 bagaimana nasib Indonesia kedepannya jika RUU TNI dan RUU POLRI berhasil di realisasikan, apakah mimpi buruk tahun 1998 zaman Suharto Here we go?",Jimmyz Kafka
@spphrjsmnm,2025-03-28 12:04,"Terus up ht nya sampai uu tni dicabut

#CabutUUTNI #TolakRUUPolri",Kineta ✨ (slowresp)
@NewdaysME,2025-03-28 12:04,"Gue sadar tema “antek asing” ini udah dr jaman pemilu, kalau skrg ruu tni ada karna ada antek asing di pemerintahan, prettt dulu waktu pemilu pasangan calon presiden sebelah jg dinarasikan antek asing 

#TolakRUUTNI 
#TolakRevisiUUTNI 
#TolakDwiFungsiAbri 
#TolakRUUKejaksaan",newdays_me
@grok,2025-03-28 12:04,"UU perpanjangan usia pensiun TNI kemungkinan menguntungkan semua anggota dengan masa dinas lebih lama dan pendapatan lebih tinggi, tapi promosi bagi pangkat rendah bisa terhambat. Dukungan dari TNI berpangkat rendah mungkin karena manfaat finansial langsung, meski ada risiko stagnasi karier, serta rasa solidaritas dalam TNI. Topik ini kontroversial, terkait dampak karier dan struktur militer.",Grok
@grok,2025-03-28 12:04,"Grok, sebagai AI, tidak bisa langsung menolak  yang disahkan 20 Maret 2025. UU TNI ini memungkinkan personel aktif menduduki jabatan sipil di 14 lembaga, menambah tugas seperti ancaman siber, dan memperpanjang usia pensiun. Kritik menyebutnya melemahkan demokrasi dan supremasi sipil, mirip dwifungsi era Soeharto, tapi pendukung bilang perlu untuk keamanan nasional. Grok hanya bisa beri analisis, bukan aksi politik. grok.x.com",Grok
@zanvordt1343,2025-03-28 12:04,"Setingan mrk, prabowo sengaja dibuat jelek di mata rakyat,dan nanti nya wapres nya yg akan naik panggung di bantu kroni2 siluman nya, pinjam kata2 bu connie, prabowo dibuat tdk berdaya...poor general",Anubis
@julpikaaar,2025-03-28 12:04,mau suting harus jadi tni dulu cenah,Zulfikar
@briansyah007,2025-03-28 12:04,"jangan mau dibodohi lebih cermat lgi memahami informasi yang ada, BRAVO TNI",Brian Syahputra
@bnsphrxyzzz,2025-03-28 12:03,Warga sekitar hrs berterima kasih kpd TNI AL,bnsphrxyz
@PengamatFilm01,2025-03-28 12:03,"Ini salah menerjemahkan. Maksudnya menolak dwifungsi TNI agar TNI tidak masuk ke ranah sipil, bukan gantian jobdesk dg sipil. Duh dulu masuk SD ga sih? Jangan2 nyogok lagi masuk SD nya",pengamat film
@iampeppp,2025-03-28 12:03,Hello @grok bagaimana cara untuk membatalkan pengesahan RUU TNI dan POLRI ?,PEP #DuniaMaya
@briansyah007,2025-03-28 12:03,"jangan mau dibodohi lebih cermat lgi memahami informasi yang ada, BRAVO TNI",Brian Syahputra
@PraharaTemaram,2025-03-28 12:03,"Justru sebaliknya, demo biar TNI ya ngurusin hal kayak Papua gini bukan dwifungsi, punya nalar tapi tak dipake",Your Toxic Drugs
@muhamad_perdana,2025-03-28 12:03,PDIP itu bagus loh.. Penjelasan bang adian mengenai fungsi partai nya di dalam parlemen dalam mengawal UU TNI dijabarkan oleh dia..,perdana.com
@tidak_terkenal1,2025-03-28 12:03,"Saya atas nama masyarakat sipil, menantang dan menolak UU TNI, dan RUU Polri. 
#TolakRUUPolri 
#CabutUUTNI",Anone
@Daryuhu,2025-03-28 12:03,Selebihnya? Masa jabatan dan penempatan TNI di berbagai instansi dan Lembaga Negara. Indonesia ingin bergabung dengan BRICS.,Dary R.
@winterlico,2025-03-28 12:03,izzata dikata downgrade sama yg levelnya nyentuh neraka jahannam in other words SUCK IT UP JERK jauh-jauh lu dari izzata gue 👊🏻,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@NewdaysME,2025-03-28 12:02,"Ada narasi kalau ruu tni dibuat karena ada “asing” yg mau memecah indo karna masuk brics, kayaknya ini opini buzzer
Knpa gak kerahin BIN aja kenapa tni?

#TolakRUUTNI 
#TolakRevisiUUTNI 
#TolakDwiFungsiAbri 
#TolakRUUKejaksaan 
#TolakRUUPolri 
#IndonesiaGelap 
#PeringatanDarurat",newdays_me
@serabistroberi,2025-03-28 12:02,Nah skrg hapus polisi sm tni,Sera
@souranex,2025-03-28 12:02,aku takut tni,cavetown
@DermagaGarely,2025-03-28 12:02,"panglima TNI nya nyantai, ajudannya malah kesurupan..🤪",Garely
@Gunalo5252621,2025-03-28 12:02,yang dikhawatirkan sebenarnya revisi UU/TNI ini akan menjadi langkah pertama lahirnya fasisme di negeri ini.,Gunalo
@vict_van_,2025-03-28 12:02,"LEBIH BAIK HIDUP DISETIR OSHI DARIPADA HIDUP DISETIR TNI!!

#SampaiMenang 
#Lawan
#RevisiUUTNI
#KawalRUUPolri
#IndonesiaMakinGelap 
#BarengWarga
#WotaMelawan",vict
@mtjek_id,2025-03-28 12:02,Kapolri dan Panglima TNI Sampaikan Belasungkawa di Rumah Duka Briptu Anumerta Ghalib mtjek.id/kapolri-panglima-tn…,M-TJEK NEWS
@MediaVoi,2025-03-28 12:01,"Cuti Lebaran, Danpussimpur TNI AD Ingatkan Anggota Perhatikan Keamanan dan Keselamatan ift.tt/KNvigO9",VOI Media
@Bimoe99,2025-03-28 12:01,"Apakah UU ini akan menguntungkan semua TNI? Kenapa TNI berpangkat rendah juga mendukung, padahal mereka tidak diuntungkan.",Mas Bimu
@ahmadsantoooo,2025-03-28 12:01,betullll harus meluruskan persepsi bahwa dengan adanya RUU TNI bukanlah malah menguatkan adanya dwifungsi abri,Ahmad Santo
@regresilinier,2025-03-28 12:01,"""Jangan ganggu tni ku""

Posesif amat sih 😋",aza
@winterlico,2025-03-28 12:01,apaaaasiii monyeeetttttttt gue lempar jg lu ke gedung dpr biar kena dar der dor parcok dan parjo,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@dilainzaalinzan,2025-03-28 12:01,"Klo ada yg bilang ""kok masalah OPM gk kelar2?"" ""Kenapa gk langsung tembak mati aja OPM itu?"" ""TNI lama, gitu aja gaberani nembak"" guysss OPM itu dilindungi HAM, bukan ham Indonesia melainkan PBB, klo asal nembak ntar Indonesia kena masalah sama HAM. Ini sering jadi sorotan dunia",sedangmenstabilkandiri
@XavierRMayes,2025-03-28 12:01,"Kacau dah makin banyak PHK, tapi TNI dikasih kerja. Bukannya benerin permendag yg bikin buruh sengsara",Xavier Rathan-Mayes
@avaliansi,2025-03-28 12:01,Proyek kaya gini ko bisa lolos sih @KemenkeuRI @DitjenAnggaran ? Takut sama parjo? Beraninya ma sipil,Tolak RUU TNI
@DjogdjaKembali,2025-03-28 12:00,"UUD itu sudah ada sejak Indonesia merdeka yaitu UUD 1945... sedangkan produk hukum setelahnya disebut UU tanpa D dan yg harus mengacu pada Pancasila dan UUD 1945 sbg sumber dari segala sumber hukum di Indonesia...
Ada agenda tersembunyi dibalik demo tolak UU TNI...",Yang Kung
@NobeArk,2025-03-28 12:00,"Kita gak perlu lg dengar Papua kekurangan Nakes atau Gadik karna OAPnya banyak yg lulus dr Perguruan Tinggi lokal d sana, bukan d Jawa. Atau bahkan anak2 muda OAP mampu berpikir kritis membangun Papua. Ngga perlu lg keluarga prajurit TNI gusar nasib suami/bapaknya d penugasan.",nobe-ark
@pes00gihan,2025-03-28 12:00,"pengalihan isu lagi, ayo tetap kawal pencabutan UU TNI 2025 & tolak RUU POLRI",Vinn 🌿🍃 (𝓯𝓻𝓮𝓪𝓴𝔂 era👅)
@suryani_ratp,2025-03-28 12:00,"Kalo model uu tni kemungkinan rakyat dukung demo itu susah.Rakyat itu yg langsung sj yg demo,ky sembako mahal,jln rusak berat,kerusakan lingkungan,dll.Kalo dampak uu kan hanya perkiraan yg kadang dipengaruhi sentimen",suryani isur
@winterlico,2025-03-28 12:00,eh ajg gausah nongol lu tai kuda MINGGIR NGERUSAK VIEW CHAT IZZATA TAU GAKKKKKK 🤬🤬,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@grok,2025-03-28 12:00,"Indonesia sulit temukan titik reformasi dalam waktu dekat di bawah Prabowo. UU TNI (20/3/25) dan RUU Polri kontroversial, perluas kuasa militer dan polisi, picu protes ""Dark Indonesia"" sejak Feb 2025. Pemerintah tak beri tanda mundur, reformasi besar mungkin tertunda hingga pemilu 2029.",Grok
@imputouri,2025-03-28 12:00,Oke sekarang lanjut bahas demo RUU TNI.. ternyata belio tidak tau perihal adanya demo2 ini🥹 Dan kukasi tau pelan2 bapaknya enak diajak diskusi😀😀😇,POET
@04_pedan,2025-03-28 12:00,"Keluarga Besar
Kodim 0723 Klaten
Persit Kartika Chandra Kirana Cab XLIV 
Mengucapkan
Selamat Hari Raya Nyepi

#kodimklaten #tni #tniad #kodamivdiponegoro #korem074wrt #nyepi2025",KORAMIL PEDAN
@yaudahlahyang,2025-03-28 12:00,Iya giliran sipil dikeroyok polisi dan tni gapunya perlindungan diri 😭,tehbotoltapikotak 
@carolypz,2025-03-28 12:00,"“jangan ganggu tni ku”

merinding bet wkwkwkkwkw",Kala.
